seq	citeUrn	ctsUrn	analysis	surfaceForm
4308	urn:cite:fu:synTok_tlg0085_tlg003_fu.4308	urn:cts:greekLit:tlg0085.tlg003.fu:684@μη[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4308	μη
4309	urn:cite:fu:synTok_tlg0085_tlg003_fu.4309	urn:cts:greekLit:tlg0085.tlg003.fu:684@δέ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4309	δέ
4310	urn:cite:fu:synTok_tlg0085_tlg003_fu.4310	urn:cts:greekLit:tlg0085.tlg003.fu:684@μ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4310	μ᾽
4311	urn:cite:fu:synTok_tlg0085_tlg003_fu.4311	urn:cts:greekLit:tlg0085.tlg003.fu:684@οἰκτίσας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4311	οἰκτίσας
4312	urn:cite:fu:synTok_tlg0085_tlg003_fu.4312	urn:cts:greekLit:tlg0085.tlg003.fu:685@ξύνθαλπε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4312	ξύνθαλπε
4313	urn:cite:fu:synTok_tlg0085_tlg003_fu.4313	urn:cts:greekLit:tlg0085.tlg003.fu:685@μύθοις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4313	μύθοις
4314	urn:cite:fu:synTok_tlg0085_tlg003_fu.4314	urn:cts:greekLit:tlg0085.tlg003.fu:685@ψευδέσιν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4314	ψευδέσιν
4315	urn:cite:fu:synTok_tlg0085_tlg003_fu.4315	urn:cts:greekLit:tlg0085.tlg003.fu:685@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4315	·
4316	urn:cite:fu:synTok_tlg0085_tlg003_fu.4316	urn:cts:greekLit:tlg0085.tlg003.fu:685@νόσημα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4316	νόσημα
4317	urn:cite:fu:synTok_tlg0085_tlg003_fu.4317	urn:cts:greekLit:tlg0085.tlg003.fu:685@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4317	γὰρ
4318	urn:cite:fu:synTok_tlg0085_tlg003_fu.4318	urn:cts:greekLit:tlg0085.tlg003.fu:686@αἴσχιστον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4318	αἴσχιστον
4319	urn:cite:fu:synTok_tlg0085_tlg003_fu.4319	urn:cts:greekLit:tlg0085.tlg003.fu:686@εἶναί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4319	εἶναί
4320	urn:cite:fu:synTok_tlg0085_tlg003_fu.4320	urn:cts:greekLit:tlg0085.tlg003.fu:686@φημι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4320	φημι
4321	urn:cite:fu:synTok_tlg0085_tlg003_fu.4321	urn:cts:greekLit:tlg0085.tlg003.fu:686@συνθέτους[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4321	συνθέτους
4322	urn:cite:fu:synTok_tlg0085_tlg003_fu.4322	urn:cts:greekLit:tlg0085.tlg003.fu:686@λόγους[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4322	λόγους
4323	urn:cite:fu:synTok_tlg0085_tlg003_fu.4323	urn:cts:greekLit:tlg0085.tlg003.fu:686@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4323	.
4324	urn:cite:fu:synTok_tlg0085_tlg003_fu.4324	urn:cts:greekLit:tlg0085.tlg003.fu:687@ἔα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4324	ἔα
4325	urn:cite:fu:synTok_tlg0085_tlg003_fu.4325	urn:cts:greekLit:tlg0085.tlg003.fu:687@ἔα[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4325	ἔα
4326	urn:cite:fu:synTok_tlg0085_tlg003_fu.4326	urn:cts:greekLit:tlg0085.tlg003.fu:687@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4326	,
4327	urn:cite:fu:synTok_tlg0085_tlg003_fu.4327	urn:cts:greekLit:tlg0085.tlg003.fu:687@ἄπεχε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4327	ἄπεχε
4328	urn:cite:fu:synTok_tlg0085_tlg003_fu.4328	urn:cts:greekLit:tlg0085.tlg003.fu:687@,[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4328	,
4329	urn:cite:fu:synTok_tlg0085_tlg003_fu.4329	urn:cts:greekLit:tlg0085.tlg003.fu:687@φεῦ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4329	φεῦ
4330	urn:cite:fu:synTok_tlg0085_tlg003_fu.4330	urn:cts:greekLit:tlg0085.tlg003.fu:687@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4330	·
4331	urn:cite:fu:synTok_tlg0085_tlg003_fu.4331	urn:cts:greekLit:tlg0085.tlg003.fu:688@οὔποτ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4331	οὔποτ᾽
4332	urn:cite:fu:synTok_tlg0085_tlg003_fu.4332	urn:cts:greekLit:tlg0085.tlg003.fu:688@οὔποτ᾽[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4332	οὔποτ᾽
4333	urn:cite:fu:synTok_tlg0085_tlg003_fu.4333	urn:cts:greekLit:tlg0085.tlg003.fu:688@ηὔχουν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4333	ηὔχουν
4334	urn:cite:fu:synTok_tlg0085_tlg003_fu.4334	urn:cts:greekLit:tlg0085.tlg003.fu:688@ὧδε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4334	ὧδε
4335	urn:cite:fu:synTok_tlg0085_tlg003_fu.4335	urn:cts:greekLit:tlg0085.tlg003.fu:688@ξένους[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4335	ξένους
4336	urn:cite:fu:synTok_tlg0085_tlg003_fu.4336	urn:cts:greekLit:tlg0085.tlg003.fu:689@μολεῖσθαι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4336	μολεῖσθαι
4337	urn:cite:fu:synTok_tlg0085_tlg003_fu.4337	urn:cts:greekLit:tlg0085.tlg003.fu:689@λόγους[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4337	λόγους
4338	urn:cite:fu:synTok_tlg0085_tlg003_fu.4338	urn:cts:greekLit:tlg0085.tlg003.fu:689@εἰς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4338	εἰς
4339	urn:cite:fu:synTok_tlg0085_tlg003_fu.4339	urn:cts:greekLit:tlg0085.tlg003.fu:689@ἀκοὰν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4339	ἀκοὰν
4340	urn:cite:fu:synTok_tlg0085_tlg003_fu.4340	urn:cts:greekLit:tlg0085.tlg003.fu:689@ἐμάν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4340	ἐμάν
4341	urn:cite:fu:synTok_tlg0085_tlg003_fu.4341	urn:cts:greekLit:tlg0085.tlg003.fu:689@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4341	,
4342	urn:cite:fu:synTok_tlg0085_tlg003_fu.4342	urn:cts:greekLit:tlg0085.tlg003.fu:690@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4342	οὐ
4343	urn:cite:fu:synTok_tlg0085_tlg003_fu.4343	urn:cts:greekLit:tlg0085.tlg003.fu:690@δ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4343	δ᾽
4344	urn:cite:fu:synTok_tlg0085_tlg003_fu.4344	urn:cts:greekLit:tlg0085.tlg003.fu:690@ὧδε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4344	ὧδε
4345	urn:cite:fu:synTok_tlg0085_tlg003_fu.4345	urn:cts:greekLit:tlg0085.tlg003.fu:690@δυσθέατα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4345	δυσθέατα
4346	urn:cite:fu:synTok_tlg0085_tlg003_fu.4346	urn:cts:greekLit:tlg0085.tlg003.fu:690@καὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4346	καὶ
4347	urn:cite:fu:synTok_tlg0085_tlg003_fu.4347	urn:cts:greekLit:tlg0085.tlg003.fu:690@δύσοιστα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4347	δύσοιστα
4348	urn:cite:fu:synTok_tlg0085_tlg003_fu.4348	urn:cts:greekLit:tlg0085.tlg003.fu:691@πήματα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4348	πήματα
4349	urn:cite:fu:synTok_tlg0085_tlg003_fu.4349	urn:cts:greekLit:tlg0085.tlg003.fu:691@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4349	,
4350	urn:cite:fu:synTok_tlg0085_tlg003_fu.4350	urn:cts:greekLit:tlg0085.tlg003.fu:691@λύματα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4350	λύματα
4351	urn:cite:fu:synTok_tlg0085_tlg003_fu.4351	urn:cts:greekLit:tlg0085.tlg003.fu:691@,[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4351	,
4352	urn:cite:fu:synTok_tlg0085_tlg003_fu.4352	urn:cts:greekLit:tlg0085.tlg003.fu:691@[δείματα][1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4352	[δείματα]
4353	urn:cite:fu:synTok_tlg0085_tlg003_fu.4353	urn:cts:greekLit:tlg0085.tlg003.fu:691@ἀμ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4353	ἀμ
4354	urn:cite:fu:synTok_tlg0085_tlg003_fu.4354	urn:cts:greekLit:tlg0085.tlg003.fu:691@-[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4354	-
4355	urn:cite:fu:synTok_tlg0085_tlg003_fu.4355	urn:cts:greekLit:tlg0085.tlg003.fu:691@φάκει[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4355	φάκει
4356	urn:cite:fu:synTok_tlg0085_tlg003_fu.4356	urn:cts:greekLit:tlg0085.tlg003.fu:692@κέντρῳ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4356	κέντρῳ
4357	urn:cite:fu:synTok_tlg0085_tlg003_fu.4357	urn:cts:greekLit:tlg0085.tlg003.fu:692@τύψειν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4357	τύψειν
4358	urn:cite:fu:synTok_tlg0085_tlg003_fu.4358	urn:cts:greekLit:tlg0085.tlg003.fu:692@ψυχὰν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4358	ψυχὰν
4359	urn:cite:fu:synTok_tlg0085_tlg003_fu.4359	urn:cts:greekLit:tlg0085.tlg003.fu:692@ἐμάν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4359	ἐμάν
4360	urn:cite:fu:synTok_tlg0085_tlg003_fu.4360	urn:cts:greekLit:tlg0085.tlg003.fu:692@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4360	.
4361	urn:cite:fu:synTok_tlg0085_tlg003_fu.4361	urn:cts:greekLit:tlg0085.tlg003.fu:693@ἰὼ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4361	ἰὼ
4362	urn:cite:fu:synTok_tlg0085_tlg003_fu.4362	urn:cts:greekLit:tlg0085.tlg003.fu:693@[ἰὼ][1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4362	[ἰὼ]
4363	urn:cite:fu:synTok_tlg0085_tlg003_fu.4363	urn:cts:greekLit:tlg0085.tlg003.fu:693@μοῖρα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4363	μοῖρα
4364	urn:cite:fu:synTok_tlg0085_tlg003_fu.4364	urn:cts:greekLit:tlg0085.tlg003.fu:693@μοῖρα[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4364	μοῖρα
4365	urn:cite:fu:synTok_tlg0085_tlg003_fu.4365	urn:cts:greekLit:tlg0085.tlg003.fu:693@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4365	,
4366	urn:cite:fu:synTok_tlg0085_tlg003_fu.4366	urn:cts:greekLit:tlg0085.tlg003.fu:695@πέφρικ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4366	πέφρικ᾽
4367	urn:cite:fu:synTok_tlg0085_tlg003_fu.4367	urn:cts:greekLit:tlg0085.tlg003.fu:695@εἰσιδοῦσα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4367	εἰσιδοῦσα
4368	urn:cite:fu:synTok_tlg0085_tlg003_fu.4368	urn:cts:greekLit:tlg0085.tlg003.fu:695@πρᾶξιν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4368	πρᾶξιν
4369	urn:cite:fu:synTok_tlg0085_tlg003_fu.4369	urn:cts:greekLit:tlg0085.tlg003.fu:695@Ἰοῦς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4369	Ἰοῦς
4370	urn:cite:fu:synTok_tlg0085_tlg003_fu.4370	urn:cts:greekLit:tlg0085.tlg003.fu:695@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4370	.
4371	urn:cite:fu:synTok_tlg0085_tlg003_fu.4371	urn:cts:greekLit:tlg0085.tlg003.fu:696@πρῴ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4371	πρῴ
4372	urn:cite:fu:synTok_tlg0085_tlg003_fu.4372	urn:cts:greekLit:tlg0085.tlg003.fu:696@γε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4372	γε
4373	urn:cite:fu:synTok_tlg0085_tlg003_fu.4373	urn:cts:greekLit:tlg0085.tlg003.fu:696@στενάζεις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4373	στενάζεις
4374	urn:cite:fu:synTok_tlg0085_tlg003_fu.4374	urn:cts:greekLit:tlg0085.tlg003.fu:696@καὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4374	καὶ
4375	urn:cite:fu:synTok_tlg0085_tlg003_fu.4375	urn:cts:greekLit:tlg0085.tlg003.fu:696@φόβου[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4375	φόβου
4376	urn:cite:fu:synTok_tlg0085_tlg003_fu.4376	urn:cts:greekLit:tlg0085.tlg003.fu:696@πλέα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4376	πλέα
4377	urn:cite:fu:synTok_tlg0085_tlg003_fu.4377	urn:cts:greekLit:tlg0085.tlg003.fu:696@τις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4377	τις
4378	urn:cite:fu:synTok_tlg0085_tlg003_fu.4378	urn:cts:greekLit:tlg0085.tlg003.fu:696@εἶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4378	εἶ
4379	urn:cite:fu:synTok_tlg0085_tlg003_fu.4379	urn:cts:greekLit:tlg0085.tlg003.fu:696@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4379	·
4380	urn:cite:fu:synTok_tlg0085_tlg003_fu.4380	urn:cts:greekLit:tlg0085.tlg003.fu:697@ἐπίσχες[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4380	ἐπίσχες
4381	urn:cite:fu:synTok_tlg0085_tlg003_fu.4381	urn:cts:greekLit:tlg0085.tlg003.fu:697@ἔστ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4381	ἔστ᾽
4382	urn:cite:fu:synTok_tlg0085_tlg003_fu.4382	urn:cts:greekLit:tlg0085.tlg003.fu:697@ἂν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4382	ἂν
4383	urn:cite:fu:synTok_tlg0085_tlg003_fu.4383	urn:cts:greekLit:tlg0085.tlg003.fu:697@καὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4383	καὶ
4384	urn:cite:fu:synTok_tlg0085_tlg003_fu.4384	urn:cts:greekLit:tlg0085.tlg003.fu:697@τὰ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4384	τὰ
4385	urn:cite:fu:synTok_tlg0085_tlg003_fu.4385	urn:cts:greekLit:tlg0085.tlg003.fu:697@λοιπὰ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4385	λοιπὰ
4386	urn:cite:fu:synTok_tlg0085_tlg003_fu.4386	urn:cts:greekLit:tlg0085.tlg003.fu:697@προσμάθῃς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4386	προσμάθῃς
4387	urn:cite:fu:synTok_tlg0085_tlg003_fu.4387	urn:cts:greekLit:tlg0085.tlg003.fu:697@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4387	.
4388	urn:cite:fu:synTok_tlg0085_tlg003_fu.4388	urn:cts:greekLit:tlg0085.tlg003.fu:698@λέγ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4388	λέγ᾽
4389	urn:cite:fu:synTok_tlg0085_tlg003_fu.4389	urn:cts:greekLit:tlg0085.tlg003.fu:698@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4389	,
4390	urn:cite:fu:synTok_tlg0085_tlg003_fu.4390	urn:cts:greekLit:tlg0085.tlg003.fu:698@ἐκδίδασκε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4390	ἐκδίδασκε
4391	urn:cite:fu:synTok_tlg0085_tlg003_fu.4391	urn:cts:greekLit:tlg0085.tlg003.fu:698@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4391	·
4392	urn:cite:fu:synTok_tlg0085_tlg003_fu.4392	urn:cts:greekLit:tlg0085.tlg003.fu:698@τοῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4392	τοῖς
4393	urn:cite:fu:synTok_tlg0085_tlg003_fu.4393	urn:cts:greekLit:tlg0085.tlg003.fu:698@νοσοῦσί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4393	νοσοῦσί
4394	urn:cite:fu:synTok_tlg0085_tlg003_fu.4394	urn:cts:greekLit:tlg0085.tlg003.fu:698@τοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4394	τοι
4395	urn:cite:fu:synTok_tlg0085_tlg003_fu.4395	urn:cts:greekLit:tlg0085.tlg003.fu:698@γλυκὺ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4395	γλυκὺ
4396	urn:cite:fu:synTok_tlg0085_tlg003_fu.4396	urn:cts:greekLit:tlg0085.tlg003.fu:699@τὸ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4396	τὸ
4397	urn:cite:fu:synTok_tlg0085_tlg003_fu.4397	urn:cts:greekLit:tlg0085.tlg003.fu:699@λοιπὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4397	λοιπὸν
4398	urn:cite:fu:synTok_tlg0085_tlg003_fu.4398	urn:cts:greekLit:tlg0085.tlg003.fu:699@ἄλγος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4398	ἄλγος
4399	urn:cite:fu:synTok_tlg0085_tlg003_fu.4399	urn:cts:greekLit:tlg0085.tlg003.fu:699@προυξεπίστασθαι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4399	προυξεπίστασθαι
4400	urn:cite:fu:synTok_tlg0085_tlg003_fu.4400	urn:cts:greekLit:tlg0085.tlg003.fu:699@τορῶς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4400	τορῶς
4401	urn:cite:fu:synTok_tlg0085_tlg003_fu.4401	urn:cts:greekLit:tlg0085.tlg003.fu:699@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4401	.
4402	urn:cite:fu:synTok_tlg0085_tlg003_fu.4402	urn:cts:greekLit:tlg0085.tlg003.fu:700@τὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4402	τὴν
4403	urn:cite:fu:synTok_tlg0085_tlg003_fu.4403	urn:cts:greekLit:tlg0085.tlg003.fu:700@πρίν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4403	πρίν
4404	urn:cite:fu:synTok_tlg0085_tlg003_fu.4404	urn:cts:greekLit:tlg0085.tlg003.fu:700@γε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4404	γε
4405	urn:cite:fu:synTok_tlg0085_tlg003_fu.4405	urn:cts:greekLit:tlg0085.tlg003.fu:700@χρείαν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4405	χρείαν
4406	urn:cite:fu:synTok_tlg0085_tlg003_fu.4406	urn:cts:greekLit:tlg0085.tlg003.fu:700@ἠνύσασθ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4406	ἠνύσασθ᾽
4407	urn:cite:fu:synTok_tlg0085_tlg003_fu.4407	urn:cts:greekLit:tlg0085.tlg003.fu:700@ἐμοῦ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4407	ἐμοῦ
4408	urn:cite:fu:synTok_tlg0085_tlg003_fu.4408	urn:cts:greekLit:tlg0085.tlg003.fu:700@πάρα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4408	πάρα
4409	urn:cite:fu:synTok_tlg0085_tlg003_fu.4409	urn:cts:greekLit:tlg0085.tlg003.fu:701@κούφως[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4409	κούφως
4410	urn:cite:fu:synTok_tlg0085_tlg003_fu.4410	urn:cts:greekLit:tlg0085.tlg003.fu:701@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4410	·
4411	urn:cite:fu:synTok_tlg0085_tlg003_fu.4411	urn:cts:greekLit:tlg0085.tlg003.fu:701@μαθεῖν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4411	μαθεῖν
4412	urn:cite:fu:synTok_tlg0085_tlg003_fu.4412	urn:cts:greekLit:tlg0085.tlg003.fu:701@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4412	γὰρ
4413	urn:cite:fu:synTok_tlg0085_tlg003_fu.4413	urn:cts:greekLit:tlg0085.tlg003.fu:701@τῆσδε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4413	τῆσδε
4414	urn:cite:fu:synTok_tlg0085_tlg003_fu.4414	urn:cts:greekLit:tlg0085.tlg003.fu:701@πρῶτ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4414	πρῶτ᾽
4415	urn:cite:fu:synTok_tlg0085_tlg003_fu.4415	urn:cts:greekLit:tlg0085.tlg003.fu:701@ἐχρῄζετε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4415	ἐχρῄζετε
4416	urn:cite:fu:synTok_tlg0085_tlg003_fu.4416	urn:cts:greekLit:tlg0085.tlg003.fu:702@τὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4416	τὸν
4417	urn:cite:fu:synTok_tlg0085_tlg003_fu.4417	urn:cts:greekLit:tlg0085.tlg003.fu:702@ἀμφ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4417	ἀμφ᾽
4418	urn:cite:fu:synTok_tlg0085_tlg003_fu.4418	urn:cts:greekLit:tlg0085.tlg003.fu:702@ἑαυτῆς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4418	ἑαυτῆς
4419	urn:cite:fu:synTok_tlg0085_tlg003_fu.4419	urn:cts:greekLit:tlg0085.tlg003.fu:702@ἆθλον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4419	ἆθλον
4420	urn:cite:fu:synTok_tlg0085_tlg003_fu.4420	urn:cts:greekLit:tlg0085.tlg003.fu:702@ἐξηγουμένης[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4420	ἐξηγουμένης
4421	urn:cite:fu:synTok_tlg0085_tlg003_fu.4421	urn:cts:greekLit:tlg0085.tlg003.fu:702@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4421	·
4422	urn:cite:fu:synTok_tlg0085_tlg003_fu.4422	urn:cts:greekLit:tlg0085.tlg003.fu:703@τὰ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4422	τὰ
4423	urn:cite:fu:synTok_tlg0085_tlg003_fu.4423	urn:cts:greekLit:tlg0085.tlg003.fu:703@λοιπὰ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4423	λοιπὰ
4424	urn:cite:fu:synTok_tlg0085_tlg003_fu.4424	urn:cts:greekLit:tlg0085.tlg003.fu:703@νῦν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4424	νῦν
4425	urn:cite:fu:synTok_tlg0085_tlg003_fu.4425	urn:cts:greekLit:tlg0085.tlg003.fu:703@ἀκούσαθ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4425	ἀκούσαθ᾽
4426	urn:cite:fu:synTok_tlg0085_tlg003_fu.4426	urn:cts:greekLit:tlg0085.tlg003.fu:703@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4426	,
4427	urn:cite:fu:synTok_tlg0085_tlg003_fu.4427	urn:cts:greekLit:tlg0085.tlg003.fu:703@οἷα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4427	οἷα
4428	urn:cite:fu:synTok_tlg0085_tlg003_fu.4428	urn:cts:greekLit:tlg0085.tlg003.fu:703@χρὴ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4428	χρὴ
4429	urn:cite:fu:synTok_tlg0085_tlg003_fu.4429	urn:cts:greekLit:tlg0085.tlg003.fu:703@πάθη[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4429	πάθη
4430	urn:cite:fu:synTok_tlg0085_tlg003_fu.4430	urn:cts:greekLit:tlg0085.tlg003.fu:704@τλῆναι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4430	τλῆναι
4431	urn:cite:fu:synTok_tlg0085_tlg003_fu.4431	urn:cts:greekLit:tlg0085.tlg003.fu:704@πρὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4431	πρὸς
4432	urn:cite:fu:synTok_tlg0085_tlg003_fu.4432	urn:cts:greekLit:tlg0085.tlg003.fu:704@Ἥρας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4432	Ἥρας
4433	urn:cite:fu:synTok_tlg0085_tlg003_fu.4433	urn:cts:greekLit:tlg0085.tlg003.fu:704@τήνδε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4433	τήνδε
4434	urn:cite:fu:synTok_tlg0085_tlg003_fu.4434	urn:cts:greekLit:tlg0085.tlg003.fu:704@τὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4434	τὴν
4435	urn:cite:fu:synTok_tlg0085_tlg003_fu.4435	urn:cts:greekLit:tlg0085.tlg003.fu:704@νεάνιδα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4435	νεάνιδα
4436	urn:cite:fu:synTok_tlg0085_tlg003_fu.4436	urn:cts:greekLit:tlg0085.tlg003.fu:704@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4436	.
4437	urn:cite:fu:synTok_tlg0085_tlg003_fu.4437	urn:cts:greekLit:tlg0085.tlg003.fu:705@σύ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4437	σύ
4438	urn:cite:fu:synTok_tlg0085_tlg003_fu.4438	urn:cts:greekLit:tlg0085.tlg003.fu:705@τ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4438	τ᾽
4439	urn:cite:fu:synTok_tlg0085_tlg003_fu.4439	urn:cts:greekLit:tlg0085.tlg003.fu:705@Ἰνάχειον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.4439	Ἰνάχειον
